cloud_height,cloud_amount,temperature,temperature_dew,pressure,pressure_tendency,pressure_tendency_value,temp_prev,dew_prev,w_x,w_y,w_x_prev,w_y_prev,day_sin,day_cos,year_sin,year_cos,code
9,4,27.8,12.4,986.6,2,1.1,31.8,12.5,2.4492935982947064e-16,4.0,-2.0521208599540124,5.638155724715451,-1.0,6.478636057995934e-13,-0.45545464722421053,-0.8902589872176916,0
9,6,29.0,6.4,992.7,7,0.8,30.1,5.1,2.4492935982947064e-16,4.0,3.6739403974420594e-16,6.0,-0.7071067811841475,-0.7071067811889475,-0.8866419290888649,-0.4624565812933971,0
9,0,12.4,9.3,1001.0,4,0.0,17.4,8.0,0.0,0.0,-0.9999999999999996,1.7320508075688774,-1.0,-4.7130204940309794e-12,-0.9417674124760467,0.3362649859830365,0
9,0,-6.5,-9.7,1006.2,2,2.5,-5.3,-8.6,3.8567256581192364,4.596266658713868,5.638155724715451,2.0521208599540124,0.7071067811846776,0.7071067811884174,-0.5341652137226203,0.8453801064897775,0
4,8,2.4,1.6,985.9,2,0.9,2.8,2.0,-3.6739403974420594e-16,-2.0,-3.6739403974420594e-16,-2.0,-1.0843434317870569e-12,1.0,0.521270055171278,0.8533917796544168,0
10,9,-1.1,-1.1,993.3,2,0.8,-1.5,-1.5,2.4492935982947064e-16,4.0,2.4492935982947064e-16,4.0,-0.7071067811948308,0.7071067811782642,0.5229939723590228,0.8523363801200379,0
9,0,21.6,18.4,993.9,8,0.2,23.6,16.8,0.0,0.0,3.7587704831436337,1.3680805733026749,-0.7071067811886089,0.7071067811844861,-0.135249627639458,-0.9908115553541894,0
5,7,4.8,-2.5,991.2,2,0.3,-0.5,-1.7,0.0,0.0,0.0,0.0,0.707106781190284,-0.7071067811828111,0.8517228778117928,0.5239924993852468,0
5,8,8.0,5.8,985.8,7,3.5,9.8,2.9,4.5962666587138665,-3.8567256581192373,6.128355544951822,-5.142300877492317,-0.7071067811960546,0.7071067811770404,0.7811472455009496,-0.6243468433861735,0
9,0,27.8,3.0,993.8,7,0.9,24.4,4.0,1.2246467991473532e-16,2.0,-0.6840402866513374,1.8793852415718169,1.1262310268446938e-11,-1.0,0.8650561263577341,-0.5016750923166825,0
10,9,13.1,12.7,995.8,3,0.1,12.9,12.0,2.0,-4.898587196589413e-16,2.0,-4.898587196589413e-16,0.7071067811796575,0.7071067811934375,0.7366323419006084,-0.6762934221667583,3
4,8,-1.6,-2.7,989.4,7,0.4,-1.4,-2.5,-3.0641777724759116,2.571150438746158,-4.596266658713867,3.856725658119237,-4.0461463670937326e-12,1.0,0.05776915071202157,0.9983299681097486,0
10,9,2.0,2.0,993.9,8,0.4,1.7,1.4,-2.0,2.4492935982947064e-16,0.0,0.0,9.80001229048918e-12,-1.0,-0.37946023804557294,0.9252080456537314,0
5,8,-1.8,-2.6,1000.4,3,0.3,-2.6,-3.6,0.0,0.0,0.0,0.0,-0.7071067811829209,-0.7071067811901741,-0.4671878272341989,0.8841580933770772,0
6,2,27.0,9.8,992.8,8,0.8,25.2,11.0,0.6840402866513376,1.8793852415718166,0.0,0.0,0.7071067811864072,-0.7071067811866878,-0.5467752326499096,-0.8372794306327114,0
9,0,8.7,-1.2,1011.3,3,1.1,12.3,-1.9,1.3680805733026753,3.7587704831436333,2.052120859954013,5.63815572471545,-1.0,-1.0987422154138699e-11,-0.9990157059914683,-0.04435785367179306,0
9,3,10.4,4.6,993.9,7,0.3,4.7,2.5,0.0,0.0,0.0,0.0,1.0,1.8737924171923517e-12,-0.9802767421506158,-0.19762972650533916,0
5,8,-0.8,-2.9,1005.4,2,0.3,-0.4,-2.2,-2.0521208599540124,5.638155724715451,-2.0521208599540124,5.638155724715451,-1.0,-3.09392811102162e-12,-0.44206086152740454,0.8969850582399067,1
6,6,27.2,11.1,985.7,3,0.2,28.4,10.2,0.6840402866513363,-1.879385241571817,-3.6739403974420594e-16,-2.0,-0.7071067811834795,-0.7071067811896156,-0.2737889082018969,-0.9617898074660665,0
4,8,-2.2,-2.8,1002.7,2,0.4,-1.2,-3.5,0.0,0.0,0.0,0.0,-1.0,-7.672692834083091e-13,-0.6299827666969342,0.7766091125301557,0
6,7,17.7,9.0,996.0,2,1.4,22.4,8.5,6.0,-1.4695761589768238e-15,4.0,-9.797174393178826e-16,-0.7071067811900615,0.7071067811830335,-0.9578413703833124,-0.28729759689600265,0
5,6,26.0,18.5,978.3,8,0.4,22.2,17.4,-2.571150438746158,-3.0641777724759116,-0.6840402866513388,-1.8793852415718164,0.7071067811859361,-0.707106781187159,-0.273664815006023,-0.9618251239324741,0
4,8,2.0,1.5,989.1,7,0.5,1.2,0.9,-1.8793852415718166,0.6840402866513378,-1.8793852415718166,0.6840402866513378,-1.0,-9.723108804367184e-12,-0.37160801011238653,0.9283897278731128,0
5,8,-0.3,-2.7,986.2,2,1.0,-1.6,-3.3,1.8793852415718169,-0.6840402866513372,1.8793852415718169,-0.6840402866513372,0.7071067811931032,-0.7071067811799919,0.9188791480014772,0.394539112596051,0
9,7,5.2,-0.7,994.8,8,1.0,-0.2,-2.6,-1.3680805733026749,3.7587704831436337,0.0,0.0,0.7071067811907565,-0.7071067811823385,0.9508383257841277,0.3096877107991805,0
9,0,27.0,7.1,999.4,7,2.1,25.1,8.1,2.4492935982947064e-16,4.0,2.4492935982947064e-16,4.0,-8.845489297808015e-13,-1.0,-0.6382464282662402,-0.7698321224821598,0
9,0,9.0,-0.7,1001.5,7,0.7,8.0,0.4,-2.7361611466053497,7.517540966287267,3.6739403974420594e-16,6.0,8.481560132737835e-13,-1.0,-0.7306559828848119,0.6827458053145617,0
6,5,25.6,0.2,984.6,7,1.1,24.6,5.9,2.4492935982947064e-16,4.0,0.6840402866513376,1.8793852415718166,1.2244266921891195e-11,-1.0,0.8605776803472878,-0.5093192084420941,0
9,4,-1.1,-2.4,999.0,2,1.3,-2.2,-2.8,0.0,0.0,0.0,0.0,1.0,8.577387069320241e-12,-0.049437823435812496,0.9987772031909466,0
9,0,24.4,13.9,988.3,8,0.6,25.8,13.6,0.0,0.0,1.2855752193730787,1.532088886237956,-1.0828138221747423e-11,1.0,-0.1497651783192719,-0.9887215944658014,0
5,8,-1.0,-3.2,1003.5,2,1.1,0.2,-1.2,2.0,-4.898587196589413e-16,1.8793852415718169,-0.6840402866513372,-0.7071067811782362,-0.7071067811948589,-0.2760424724049711,0.9611454382290698,0
5,6,5.0,-0.3,990.8,2,0.4,2.7,1.4,2.0,-4.898587196589413e-16,2.0,-4.898587196589413e-16,0.7071067811954413,-0.7071067811776538,0.9941270890818495,0.10821890201646057,0
9,0,-4.6,-7.3,1000.7,7,1.1,-5.9,-8.1,-1.3680805733026775,-3.758770483143633,-0.6840402866513388,-1.8793852415718164,0.7071067811804683,0.7071067811926267,-0.44795346647238765,0.8940568728416395,0
4,8,8.6,6.8,991.5,2,1.1,7.4,6.1,-2.7361611466053497,7.517540966287267,2.4492935982947064e-16,4.0,1.0,1.299152987322598e-11,0.7661619187242397,-0.6426475817248453,0
6,6,15.2,-4.7,990.0,2,0.4,15.6,-3.0,-1.102182119232618e-15,-6.0,2.052120859954009,-5.6381557247154515,-0.7071067811811954,-0.7071067811918997,0.8436354329536004,-0.5369164332232634,0
9,0,18.3,8.9,992.2,2,1.2,22.1,8.8,2.0,-4.898587196589413e-16,2.0,-4.898587196589413e-16,-0.7071067811928224,0.7071067811802726,-0.040780773123550246,-0.9991681182581065,0
6,6,24.0,14.4,989.8,7,0.2,24.6,13.1,2.0,-4.898587196589413e-16,1.5320888862379556,-1.2855752193730792,-0.7071067811860144,-0.7071067811870806,-0.888563426290089,-0.45875378740629214,0
9,0,10.3,7.6,998.1,2,0.1,11.8,8.5,0.0,0.0,0.0,0.0,-3.963765920824455e-12,1.0,-0.9703716300001772,0.2416172586774362,0
9,0,26.7,12.4,996.4,8,0.1,22.2,12.3,-0.6840402866513374,1.8793852415718169,1.8793852415718169,0.6840402866513374,0.7071067811910934,-0.7071067811820017,-0.6596115216935946,-0.7516067059633386,0
10,9,0.8,0.8,990.3,8,0.2,1.2,1.2,0.0,0.0,0.0,0.0,-3.767769871831057e-13,1.0,-0.4306843116762428,0.9025026446919482,0
5,8,20.8,18.7,982.9,3,1.1,25.4,17.3,3.7587704831436337,-1.3680805733026744,3.7587704831436337,-1.3680805733026744,-0.707106781183478,-0.707106781189617,-0.21109086190522222,-0.977466443424075,1
5,7,11.7,5.5,994.0,7,0.1,11.3,4.0,1.2246467991473532e-16,2.0,-1.3680805733026749,3.7587704831436337,-1.2760819414859987e-11,1.0,0.7495819694000139,-0.6619115281896792,0
3,8,5.4,4.2,987.3,7,0.1,4.8,4.1,0.0,0.0,0.0,0.0,-0.7071067811833935,-0.7071067811897016,-0.6614681505877115,0.7499732566952455,0
9,0,28.3,11.8,1000.0,7,0.6,27.4,11.3,5.638155724715451,2.0521208599540124,2.5711504387461575,3.064177772475912,1.0037195519938324e-11,-1.0,-0.8111338760882069,-0.5848605261616837,0
4,8,-2.7,-4.0,990.4,2,1.2,-3.8,-5.6,0.6840402866513376,1.8793852415718166,1.2246467991473532e-16,2.0,-0.707106781177259,-0.707106781195836,0.6864996721297811,0.7271301122671946,0
5,8,-4.3,-6.2,988.0,8,0.4,-4.0,-5.5,-1.3680805733026775,-3.758770483143633,-7.347880794884119e-16,-4.0,-0.7071067811808017,-0.7071067811922934,-0.0903203454621425,0.995912764852223,0
9,4,12.7,7.8,983.3,7,0.8,15.9,9.8,-3.0641777724759116,2.571150438746158,-4.596266658713867,3.856725658119237,3.3078945742084557e-13,1.0,-0.99130642583539,0.1315734399393151,0
2,8,2.8,2.5,1000.7,8,0.8,2.0,1.5,-4.596266658713867,3.856725658119237,-4.596266658713867,3.856725658119237,0.7071067811925738,-0.7071067811805213,-0.4974372172105042,0.8674999797889736,0
9,0,-0.6,-5.4,992.0,4,0.0,1.3,-4.2,-2.0521208599540124,5.638155724715451,-2.7361611466053497,7.517540966287267,-1.0,-1.0473857093977512e-11,0.9459437674971166,0.32433067806385657,0
5,7,18.0,12.2,996.5,7,0.6,18.2,12.1,2.5711504387461575,3.064177772475912,-1.3680805733026749,3.7587704831436337,-0.7071067811809431,-0.707106781192152,0.5680899306716802,-0.8229664821057086,0
6,2,32.5,14.0,988.2,7,1.2,27.5,11.2,2.5711504387461575,3.064177772475912,3.7587704831436337,1.3680805733026749,0.7071067811945778,-0.7071067811785172,-0.18182691368529152,-0.9833305514727393,0
5,7,-6.0,-8.3,996.0,7,0.6,-5.3,-8.2,1.3680805733026753,3.7587704831436333,1.3680805733026753,3.7587704831436333,0.7071067811804101,0.7071067811926849,0.7956564629203084,0.6057481267103877,0
6,7,16.7,10.3,990.7,7,1.6,14.3,11.3,-2.0521208599540164,-5.63815572471545,-1.3680805733026775,-3.758770483143633,2.1536595861799374e-12,-1.0,-0.9781623519872378,0.20784227951693351,0
5,8,0.3,-0.8,998.3,8,0.5,0.7,-0.1,1.2855752193730787,1.532088886237956,0.6840402866513376,1.8793852415718166,-0.7071067811946062,0.7071067811784888,0.7879339620965307,0.6157597513437062,0
6,7,31.0,12.4,983.9,3,0.1,33.2,12.0,0.6840402866513376,1.8793852415718166,-0.6840402866513374,1.8793852415718169,-0.7071067811820588,-0.7071067811910362,-0.7565708427872743,-0.6539117370441927,0
5,6,26.2,16.5,987.2,3,0.2,30.2,13.1,-0.6840402866513388,-1.8793852415718164,-1.8793852415718169,-0.6840402866513373,-0.7071067811780976,-0.7071067811949975,-0.35540204202848547,-0.934713532865542,0
5,7,19.0,16.0,980.5,8,0.4,19.0,15.1,1.8793852415718169,0.6840402866513374,1.2246467991473532e-16,2.0,0.7071067811850159,0.7071067811880791,-0.03674116128085854,-0.9993248155968779,0
5,8,2.4,0.3,1007.6,2,1.3,2.8,-0.5,3.6739403974420594e-16,6.0,3.6739403974420594e-16,6.0,-0.7071067811777899,-0.7071067811953052,-0.7608153493763314,0.6489684153742543,0
5,7,2.8,1.2,990.1,2,1.2,0.7,-1.3,0.0,0.0,0.0,0.0,1.0,1.7130147683972722e-12,0.9990214207634713,-0.04422895946927936,0
9,6,5.7,2.5,982.1,2,1.3,5.8,0.1,-4.0,4.898587196589413e-16,-3.7587704831436337,-1.3680805733026746,-0.7071067811901738,0.7071067811829213,0.8915920116084318,0.4528395795820303,0
9,6,10.0,6.8,989.5,4,0.0,7.6,5.6,-3.6739403974420594e-16,-2.0,-3.6739403974420594e-16,-2.0,0.7071067811944144,-0.7071067811786808,-0.974923126983891,0.2225418982393018,0
6,3,22.0,7.6,987.4,2,1.1,21.0,8.2,-7.347880794884119e-16,-4.0,-7.347880794884119e-16,-4.0,1.1381897694107379e-11,-1.0,-0.9171481548761612,-0.3985464364503252,0
9,0,4.2,-3.0,1002.8,7,0.7,-0.9,-4.1,1.2246467991473532e-16,2.0,0.0,0.0,0.7071067811953582,-0.7071067811777368,-0.7231840875377458,0.6906553232490126,0
6,6,15.5,10.9,987.2,7,0.1,19.5,10.4,-3.7587704831436333,1.3680805733026755,-1.285575219373079,-1.5320888862379558,-1.0,-7.670840185594178e-12,-0.999832372864159,-0.018309182745968208,0
5,8,-2.2,-2.8,996.6,8,0.6,-2.4,-3.3,0.0,0.0,-3.6739403974420594e-16,-2.0,-1.2639240367327809e-11,1.0,0.15208220797626307,0.9883678475229072,4
5,8,1.6,0.8,999.4,2,0.1,2.0,0.7,-2.0,2.4492935982947064e-16,-3.7587704831436333,1.3680805733026755,1.0,7.330497368247543e-13,0.9995720891779432,0.029251299739363263,0
6,7,2.2,0.6,993.8,7,0.7,2.2,1.2,0.0,0.0,0.0,0.0,-0.7071067811919853,0.7071067811811097,-0.40517235387720796,0.9142403205140335,2
5,8,1.4,-0.3,982.7,2,0.3,1.0,-1.3,5.638155724715451,2.0521208599540124,5.638155724715451,2.0521208599540124,7.904538076767779e-12,-1.0,0.9901199719634004,0.14022282666953784,3
9,8,25.8,9.4,985.5,2,0.5,30.3,9.5,-0.6840402866513374,1.8793852415718169,-2.7361611466053497,7.517540966287267,-1.0,-1.2204570415160358e-11,0.2049071216813138,-0.9787814217098112,0
4,8,2.5,2.0,983.3,3,0.6,2.8,1.8,2.4492935982947064e-16,4.0,1.2246467991473532e-16,2.0,-0.7071067811866576,-0.7071067811864374,-0.3414745060702957,0.9398910371442253,0
6,3,28.0,7.0,994.5,7,1.4,26.6,7.0,-1.3680805733026775,-3.758770483143633,-1.8793852415718166,0.6840402866513378,1.1245378439858268e-12,-1.0,-0.9559680838821455,-0.29347065031907227,0
9,2,27.6,13.6,990.4,2,0.6,22.5,12.9,1.2246467991473532e-16,2.0,0.0,0.0,1.0,3.1381057669638663e-12,-0.13699649928411936,-0.9905715315836087,0
9,0,4.4,-0.4,1010.8,8,0.4,6.8,0.7,-1.5320888862379558,1.285575219373079,0.0,0.0,-1.126131445751107e-11,1.0,-0.8483931877661194,0.5293666016590414,0
4,8,-1.8,-3.2,995.3,7,0.3,-2.7,-4.0,-4.0,4.898587196589413e-16,-4.0,4.898587196589413e-16,-0.7071067811774864,-0.7071067811956087,0.9467636811932597,0.32192938973226376,0
9,0,19.4,11.0,988.4,7,0.1,20.2,13.6,0.0,0.0,0.0,0.0,0.7071067811796035,0.7071067811934916,-0.6819362373611179,-0.7314116270430496,0
9,0,11.5,-0.7,1002.8,2,0.7,11.9,0.0,1.2246467991473532e-16,2.0,0.0,0.0,0.7071067811814455,0.7071067811916495,-0.9975521858158166,0.06992593634758477,0
